id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
1146,,hombre,36,11,20,99,995.4,0,2,1,4,Feliz,0,0,0,Azuay
1147,465.64,Hombre,41,13,24,64,1304.63,0,2,3,5,Normal,1,0,0,el oro
1148,1082.00, Mujer,37,12,20,125,2829.81,1,1,4,3,Triste,1,1,1,EL ORO
1149,"367,20",Hombre,21,6,6,89,2994.93,1,1,1,4,Triste,0,0,1,guayas
1150,869.11,Mujer,35,15,16,230,1837.98,1,1,1,4,Normal,1,1,1,EL ORO
1151,"709,39",Mujer,41,11,23,120,1476.04,0,2,1,5,Normal,1,1,2,LOJA
1152,1367.85,M,54,15,32,134,1640.83,1,1,4,1,Feliz,1,1,2,el oro
1153,974.15,hombre,22,15,0,129,1099.45,1,1,4,4,Muy feliz,0,0,0,LOJA
1154,513.46,MUJER ,44,10,29,179,639.35,0,2,2,4,Muy feliz,0,0,1,El Oro
1155,726.54,Hombre ,37,8,25,191,6824.12,0,3,1,3,Triste,1,1,1,Loja
1156,"646,25",Mujer,30,7,14,153,1398.14,0,2,2,1,Muy feliz,1,1,1,Guayas
1157,837.76,Mujer,21,9,5,286,1084.79,0,2,3,1,Normal,0,1,4,El Oro
1158,"802,02",H,32,17,7,73,1607.25,1,1,3,3,Feliz,1,1,1,EL ORO
1159,  561,Mujer,56,11,38,106,2703.71,0,3,1,5,Normal,0,0,0,AZUAY
1160,  251,HOMBRE,47,7,32,104,505.03,0,2,1,2,Normal,1,0,2,EL ORO
1161,  998,MUJER ,22,9,6,197,3570.6,0,2,4,2,Normal,0,0,1, El Oro
1162,  2207,Hombre ,59,18,34,206,3158.57,0,3,1,1,Muy triste,1,1,0,AZUAY
1163,"504,48",MUJER ,44,14,23,192,844.58,0,2,1,3,Triste,1,0,1,AZUAY
1164,667.89,Hombre,50,11,31,144,9986.25,0,2,3,4,Feliz,0,1,1,El Oro
1165,1045.62,MUJER ,26,12,10,181,799.38,0,2,4,4,Feliz,1,0,1,El  Oro
1166,855.54,hombre,21,13,1,164,855.47,0,2,4,2,Muy feliz,0,0,1, El Oro
1167,"1.309,91",Hombre ,63,13,45,248,749.84,1,1,2,3,Muy feliz,0,1,2,Loja
1168,  907,Mujer,53,15,32,86,2594.26,1,1,4,3,Feliz,1,1,3,guayas
1169,928.08,Mujer,52,13,30,207,2016.51,1,1,2,2,Triste,0,1,3, El Oro
1170,540.46,H,65,9,47,999,1408.73,1,1,2,1,Feliz,1,0,0, El Oro
1171,1154.46,Hombre,27,16,6,139,,1,1,2,4,Normal,1,0,2, El Oro
1172,"481,87",HOMBRE,20,11,5,212,432.85,0,2,1,4,Feliz,0,0,0,EL ORO
1173,1304.60,hombre,34,19,8,139,1722.28,0,2,1,3,Feliz,1,1,3,AZUAY
1174,"1.628,61",MUJER ,62,19,37,278,2418.62,1,1,2,1,Normal,0,1,3,Guayas
1175,752.22,hombre,55,14,34,130,1367.02,1,1,3,2,Triste,1,1,2,El  Oro
1176,  444,M,52,6,37,187,506.05,1,1,1,3,Normal,1,0,0,El  Oro
1177,515.14,HOMBRE,56,12,40,177,876.23,1,1,2,2,Normal,1,1,3,El Oro
1178,599.25,hombre,21,16,2,102,3192.97,0,2,1,4,Triste,1,0,0, El Oro
1179,"528,62", Mujer,45,17,22,136,672.91,1,1,1,4,Normal,1,0,0,el oro
1180,494.78,mujer,43,7,27,149,1317.15,0,2,1,4,Normal,1,1,0,El Oro
1181,501.76,H,53,7,38,174,1260.68,0,2,1,3,Normal,1,1,1,EL ORO
1182,1095.91,Hombre,23,7,9,187,4813.65,0,2,2,5,Muy feliz,1,1,2,Azuay
1183,717.58,Hombre,52,16,28,129,411.97,0,2,3,4,Normal,1,0,3,EL ORO
1184,583.48, Mujer,29,12,13,189,450.57,0,2,1,2,Triste,1,1,0,LOJA
1185,"453,67",HOMBRE,44,5,29,171,2192.8,0,2,2,4,Normal,1,1,2,El Oro
1186,504.00,H,52,7,36,183,850.62,1,1,3,2,Feliz,1,0,0,El  Oro
1187,  1301,Hombre ,65,15,47,173,1267.94,0,2,3,3,Feliz,1,0,1,Guayas
1188,1238.58,mujer,250,13,38,204,1934.76,1,1,4,3,Normal,1,0,1,Guayas
1189,"710,70",mujer,45,99,24,999,950.62,1,1,2,3,Normal,0,1,3,El Oro
1190,"2.136,64",Hombre ,99,16,30,189,7537.45,0,3,2,2,Muy feliz,1,0,1,El Oro
1191,  1078,mujer,26,17,4,201,4074.99,0,2,2,1,Normal,0,0,0,el oro
1192,"923,10",HOMBRE,26,12,9,219,932.66,1,1,1,1,Normal,0,0,0,El  Oro
1193,955.40,Hombre ,35,16,14,147,495.23,0,2,4,1,Triste,1,0,1,LOJA
1194,935.31,Mujer,41,13,22,137,1402.02,1,1,1,1,Normal,1,1,4,Azuay
1195,  559,Hombre,20,15,0,251,1534.11,0,2,1,4,Muy feliz,0,0,2,El Oro
1196,"220,58",Mujer,31,9,13,95,2202.48,0,2,1,3,Feliz,1,1,1,EL ORO
1197,"835,12",Mujer,28,17,4,213,497.61,0,2,1,4,Feliz,1,0,0,El  Oro
1198,"645,15",HOMBRE,31,10,13,152,2521.49,0,2,2,3,Muy triste,1,1,3,El Oro
1199,397.53,Mujer,39,4,22,117,2200.89,0,2,2,4,Muy triste,1,0,2,el oro
1200,  907,Hombre ,64,17,39,240,1020.38,0,3,2,4,Feliz,0,1,0, El Oro
1201,"1.440,51",hombre,58,15,40,163,4190.38,0,3,2,1,Feliz,0,1,3,El Oro
1202,  307,Mujer,45,14,26,208,147.31,0,3,2,3,Normal,1,0,0,guayas
1203,674.82,mujer,36,19,11,192,985.51,1,1,1,5,Triste,1,1,4,El  Oro
1204,650.01,MUJER ,23,11,4,80,8164.79,1,1,2,3,Muy feliz,0,0,2,GUAYAS
1205,999999, Mujer,18,99,2,219,1602.66,0,2,2,4,Muy feliz,1,0,0,El Oro
1206,351.40,Mujer,60,5,43,157,1761.76,0,3,1,5,Normal,1,1,2, El Oro
1207,  300,H,22,6,7,139,567.02,1,1,2,3,Triste,0,0,0, El Oro
1208,"1.382,92",M,54,15,34,261,2091.57,1,1,2,3,Feliz,1,0,1, El Oro
1209,999.90,Mujer,55,12,40,225,1254.67,0,3,4,4,Triste,1,0,2, El Oro
1210,693.22,Mujer,20,99,2,217,2107.21,0,2,2,5,Muy feliz,1,1,2,GUAYAS
1211,1077.79, Mujer,19,14,,182,2101.62,1,1,3,1,Normal,1,0,1,guayas
1212,912.06,Mujer,46,18,20,124,553.03,1,1,4,3,Feliz,1,1,2,El  Oro
1213,"441,78",M,20,99,4,168,848.12,1,1,3,4,Feliz,1,0,3,Loja
1214,  667,HOMBRE,30,15,8,183,2029.25,1,1,2,3,Normal,1,1,2,GUAYAS
1215,,HOMBRE,18,10,1,120,2133.7,0,2,3,2,Muy triste,1,1,1,El  Oro
1216,  1251,Hombre ,45,10,28,159,3291.91,0,2,3,4,Feliz,1,1,3,LOJA
1217,577.38,Hombre ,27,13,8,133,743.72,0,3,1,3,Normal,1,0,1,AZUAY
1218,638.27,mujer,20,10,5,204,1033.63,0,2,1,2,Muy feliz,0,1,1,El  Oro
1219,"224,16",Mujer,29,9,12,147,254.24,0,2,1,3,Triste,1,1,3,GUAYAS
1220,716.16,mujer,30,10,14,204,688.99,1,1,2,4,Triste,1,0,0,el oro
1221,561.97,hombre,58,11,43,999,524.01,0,3,2,2,Feliz,1,1,,Guayas
1222,1520.24,H,21,16,0,226,1634.19,1,1,1,1,Triste,0,0,0,Guayas
1223,"1.319,26",HOMBRE,32,16,12,207,2055,1,1,1,3,Muy feliz,1,1,0,El Oro
1224,272.82,Hombre ,53,9,38,91,839.82,0,3,1,4,Normal,1,1,2,el oro
1225,515.56, Mujer,23,13,3,103,4039.72,1,1,1,3,Feliz,1,0,0, El Oro
1226,"386,99",HOMBRE,32,15,14,141,662.56,1,1,1,5,Triste,1,1,3,El Oro
1227,  439,Hombre ,65,16,43,158,1101.49,1,1,1,3,Normal,1,1,1,AZUAY
1228,"978,39",Hombre,41,15,20,197,885.06,0,2,1,3,Feliz,0,1,1,Guayas
1229,750.75,H,20,7,3,209,3989.53,0,2,1,3,Triste,1,1,3,el oro
1230,515.77,Hombre ,40,7,27,163,595.11,0,2,1,4,Normal,1,0,2,EL ORO
1231,  1216,Hombre ,45,14,25,215,770.11,0,2,1,4,Muy feliz,0,0,0, El Oro
1232,  582,MUJER ,19,12,2,173,2783.06,1,1,1,4,Normal,1,0,1,El  Oro
1233,702.26,MUJER ,44,14,24,208,633.93,1,1,2,1,Normal,0,0,0,AZUAY
1234,  531,Mujer,44,13,26,206,608.52,1,1,1,4,Normal,1,0,1,El Oro
1235,503.75,MUJER ,57,10,40,175,988.75,0,2,3,3,Muy feliz,0,1,3, El Oro
1236,NA,MUJER ,29,11,12,175,2579.62,0,2,2,1,Feliz,1,0,0,el oro
1237,"421,07",H,25,18,1,173,203.38,1,1,1,4,Muy feliz,1,0,0,Loja
1238,678.66,Mujer,43,10,26,121,1802.21,0,2,1,3,Muy feliz,1,0,0,Azuay
1239,930.15, Mujer,52,12,34,123,5413.08,0,2,2,1,Normal,1,1,1,Azuay
1240,748.70,Mujer,28,19,4,166,1069.37,0,2,1,3,Muy triste,0,1,3,El Oro
1241,"655,21",M,19,13,0,154,1909.23,0,2,4,1,Feliz,1,1,2,EL ORO
1242,  248,mujer,20,6,4,127,338.94,0,3,4,3,Normal,0,0,0,EL ORO
1243,  242, Mujer,27,14,7,51,343.55,1,1,3,1,Triste,0,0,0,El  Oro
1244,  920,M,24,12,7,211,1978.89,1,1,1,3,Normal,0,0,1,El  Oro
1245,761.77,Hombre,29,10,14,202,1625.87,0,2,3,4,Normal,1,0,0,LOJA
1246,  1667,hombre,24,14,3,141,5476.24,0,2,2,2,Feliz,0,0,0,EL ORO
1247,s/i,Hombre,28,14,7,127,488.98,0,2,1,3,Muy feliz,0,0,0,Loja
1248,397.70,M,61,11,44,156,1055.93,1,1,2,3,Muy triste,1,0,0, Loja
1249,"337,64",mujer,37,13,20,159,688.49,0,2,1,5,Normal,1,0,1,El Oro
1250,  616,H,35,6,19,202,348.04,0,3,4,3,Normal,1,1,2,El  Oro
1251,773.30,H,53,7,41,203,1307.63,1,1,1,4,Feliz,0,0,0, Loja
1252,"973,98",MUJER ,38,9,20,189,3434.88,1,1,3,4,Triste,0,1,1,AZUAY
1253,880.49,Hombre,20,15,0,162,2728.04,0,2,2,3,Normal,1,1,2,GUAYAS
1254,  535,hombre,42,13,21,85,1808.12,0,3,1,3,Feliz,1,1,4,EL ORO
1255,  556,mujer,28,10,9,231,910.93,0,2,1,3,Normal,1,0,1,El  Oro
1256,"657,94",M,36,15,18,176,889,1,1,1,4,Normal,1,1,1,EL ORO
1257,"1.253,58",Hombre,47,21,18,211,868.19,1,1,1,5,Feliz,1,0,0,LOJA
1258,"421,96",MUJER ,54,99,38,137,606.01,0,2,2,5,Feliz,0,1,1,GUAYAS
1259,"837,27",MUJER ,25,14,5,194,772.89,0,3,3,4,Normal,1,0,0,EL ORO
1260,"609,24",Hombre ,35,16,12,158,607.96,1,1,3,4,Normal,1,0,1,EL ORO
1261,"684,49",HOMBRE,24,15,2,138,702.54,0,2,1,1,Normal,1,1,3,GUAYAS
1262,"384,21",H,25,5,11,92,3741.05,1,1,3,3,Triste,0,0,1,GUAYAS
1263,289.92,mujer,53,13,35,182,374.16,1,1,1,1,Feliz,1,0,0,El  Oro
1264,"780,77", Mujer,35,12,15,196,1121.8,1,1,2,1,Feliz,1,0,1,Azuay
1265,  707,H,32,13,10,211,1374.27,0,2,3,3,Feliz,1,0,0,El Oro
1266,627.55,hombre,19,14,0,175,956.2,1,1,1,4,Triste,0,1,0,EL ORO
1267,549.08,Hombre ,36,8,21,197,606.8,0,2,2,4,Normal,1,0,0, Loja
1268,  790,M,23,15,3,215,1786.55,1,1,1,3,Feliz,1,1,0,El  Oro
1269,"885,02",hombre,52,13,33,222,715.41,0,3,2,1,Feliz,0,1,0,El Oro
1270,"1.088,03",hombre,22,12,4,204,1757.56,1,1,3,3,Muy triste,1,0,2,el oro
1271,"425,79",H,21,9,8,95,2432.97,0,2,2,5,Normal,0,0,0,el oro
1272,"1.536,76",H,35,12,17,193,971.2,0,3,3,5,Muy feliz,0,1,3, El Oro
1273,"628,51", Mujer,40,14,20,162,489.08,0,2,1,1,Normal,1,1,1,AZUAY
1274,"1.375,51",Hombre,64,99,44,214,2680.2,1,1,1,1,Normal,1,0,2,LOJA
1275,"518,20", Mujer,20,11,1,152,1703.41,0,3,1,3,Triste,1,0,1,El Oro
1276,"636,96",Hombre,42,15,22,139,863.41,1,1,1,2,Normal,0,0,1,El  Oro
1277,604.26,mujer,56,12,37,149,1139.95,1,1,2,5,Muy feliz,0,1,0,El  Oro
1278,771.63,MUJER ,19,14,0,241,814.31,0,2,3,4,Triste,0,0,0,EL ORO
1279,"744,33",M,42,16,20,149,782,0,3,1,2,Triste,1,1,3,guayas
1280,581.28,MUJER ,19,14,0,172,1143.16,1,1,1,3,Feliz,0,1,3,El Oro
1281,468.01,MUJER ,56,12,40,116,824.23,0,2,4,5,Normal,1,1,1,guayas
1282,"644,13",Hombre ,52,10,36,260,2016.84,0,3,1,1,Normal,1,1,2, El Oro
1283,"582,31",MUJER ,24,13,4,161,1184.1,0,2,3,1,Muy triste,1,1,1,El  Oro
1284,1239.34,hombre,50,12,32,116,2792.22,1,1,1,5,Feliz,1,0,1,El Oro
1285,"403,98",hombre,29,6,13,161,1034.19,0,2,2,3,Triste,0,1,2,Azuay
1286,NA,Hombre,55,10,38,171,2787.5,1,1,4,3,Feliz,1,0,3,El  Oro
1287,"669,05",Hombre,20,7,5,179,1632.67,0,2,3,4,Triste,1,0,1,LOJA
1288,  684,Mujer,23,12,4,182,1000.55,0,2,2,3,Muy feliz,0,1,1,el oro
1289,"409,07",H,99,17,26,50,625.82,0,3,1,2,Feliz,1,0,1,EL ORO
1290,528.11,MUJER ,35,12,16,183,724.92,0,2,4,1,Muy triste,0,0,0,El Oro
1291,"1.207,29", Mujer,21,16,0,239,2477.24,1,1,1,2,Muy feliz,1,1,2,EL ORO
1292,225.06,MUJER ,29,15,8,21,2671.37,0,3,1,4,Normal,1,0,0,El Oro
1293,"1.136,68",Mujer,45,15,24,208,2975.85,0,2,1,4,Muy feliz,1,1,1,guayas
1294,"682,53", Mujer,54,14,35,172,3770.87,1,1,1,2,Normal,1,1,3,el oro
1295,  417,Hombre ,37,9,23,93,1452.94,0,3,2,2,Muy feliz,1,1,1,El  Oro
1296,730.04,MUJER ,42,14,22,191,3889.23,1,1,1,4,Muy feliz,0,0,0,EL ORO
1297,"552,02", Mujer,27,12,10,185,695.6,0,2,1,1,Feliz,0,1,3,guayas
1298,"1.191,82",hombre,46,14,26,205,1398.79,1,1,3,4,Muy feliz,0,1,0,Azuay
1299,804.81, Mujer,30,13,9,167,1415.07,0,2,3,5,Normal,0,0,0,Azuay
1300,"457,74",Hombre ,53,99,39,148,7194.76,1,1,1,5,Normal,1,1,2,El Oro
1301,"782,59",hombre,36,13,16,165,2135,0,3,1,1,Normal,0,0,1, El Oro
1302,"511,19",H,19,9,6,279,1769.59,0,2,1,2,Feliz,1,0,0,El  Oro
1303,"648,21",MUJER ,48,5,33,268,249.15,0,3,1,1,Triste,0,0,1,el oro
1304,402.73,H,19,14,0,142,349.94,1,1,1,3,Muy feliz,0,0,1,LOJA
1305,  442,Hombre,20,11,1,128,1117.63,1,1,1,3,Muy triste,1,1,0,EL ORO
1306,"604,41",hombre,44,11,25,167,1083.61,0,2,1,4,Feliz,0,1,1,EL ORO
1307,"601,24",hombre,22,17,0,98,1243.26,1,1,1,2,Normal,0,0,1,guayas
1308,1258.31,HOMBRE,34,16,9,153,7009.06,1,1,4,3,Feliz,1,1,2,AZUAY
1309,"1.195,91",mujer,41,14,21,189,787.83,0,2,4,2,Feliz,1,1,1,GUAYAS
1310,383.32,Hombre ,32,99,16,168,382.1,1,1,1,4,Triste,1,1,0,El Oro
1311,"1.870,37",H,47,99,28,171,7493.03,0,3,2,4,Muy feliz,0,1,0,El  Oro
1312,,M,31,6,18,209,959.24,1,1,1,4,Normal,1,0,0,AZUAY
1313,695.34,Hombre ,39,16,19,145,1151.32,0,2,1,4,Normal,0,0,1,Azuay
1314,"980,98",H,34,16,15,223,1130.46,0,3,3,5,Normal,0,1,1,Loja
1315,"921,02",Hombre,99,18,34,143,870.93,1,1,2,4,Normal,1,1,2,EL ORO
1316,469.07,MUJER ,39,17,17,51,1643.19,0,2,4,1,Triste,0,1,2, El Oro
1317,587.90,hombre,23,13,2,208,632.19,0,3,1,4,Triste,1,0,2,Loja
1318,"1.590,88",Hombre ,39,18,16,191,1059.79,0,3,3,1,Muy feliz,0,0,2,el oro
1319,"1.097,16",hombre,38,15,19,138,1670.82,0,3,3,3,Normal,1,0,4, El Oro
1320,1029.19,Hombre,27,99,9,242,519.88,1,1,1,4,Muy feliz,1,0,0,El  Oro
1321,"601,69",HOMBRE,63,17,41,175,310.36,1,1,1,2,Normal,1,0,1,Loja
1322,"400,78",hombre,53,5,38,122,2228.61,1,1,1,1,Muy feliz,1,0,2,AZUAY
1323,  341,MUJER ,18,13,0,154,654.22,0,2,2,4,Triste,1,1,0,el oro
1324,"903,71",hombre,61,19,37,175,571.14,1,1,1,3,Muy feliz,0,1,0,Loja
1325,1180.71,mujer,44,17,23,192,2050.03,1,1,2,2,Muy feliz,0,0,1,El  Oro
1326,904.29, Mujer,28,10,12,158,4034.88,0,2,2,4,Muy triste,1,0,1,El  Oro
1327,1241.93,hombre,33,18,10,244,1832.49,1,1,1,3,Feliz,1,1,1,LOJA
1328,  772,hombre,42,16,19,232,397.34,1,1,1,3,Normal,0,1,1,AZUAY
1329,"272,33",hombre,54,14,34,130,95.91,1,1,1,3,Triste,0,0,2,AZUAY
1330,879.54,Mujer,60,7,45,224,4278.45,0,3,1,3,Feliz,0,1,2,El  Oro
1331,"610,37",mujer,33,13,16,196,960.89,0,3,1,2,Normal,1,1,0,guayas
1332,"942,09",HOMBRE,26,11,11,155,964.04,0,2,3,2,Triste,1,1,0, El Oro
1333,779.74,Hombre ,19,14,2,144,7956.68,0,2,1,1,Muy feliz,1,0,1, Loja
1334,"1.230,40",Hombre,19,99,1,246,2132.51,1,1,1,1,Feliz,0,0,0,el oro
1335,"474,71",H,23,12,3,211,725.1,1,1,2,1,Normal,1,0,1,Azuay
1336,768.73,Hombre ,18,13,0,155,2396.92,1,1,1,4,Normal,1,0,2, El Oro
1337,434.21,mujer,33,5,18,126,1080.45,0,2,2,1,Normal,0,1,2,El Oro
1338,"509,61", Mujer,54,13,36,220,923.26,1,1,1,1,Normal,1,1,3,El Oro
1339,1084.15,MUJER ,52,19,29,149,1725.92,1,1,2,1,Normal,1,1,1, Loja
1340,"142,40",MUJER ,52,7,37,44,446.99,0,2,1,4,Normal,1,1,2,El  Oro
1341,1276.26,M,35,10,,306,957.68,1,1,4,3,Muy feliz,1,0,0,el oro
1342,"567,96",MUJER ,62,6,47,203,2334.93,0,3,2,5,Feliz,1,1,0,AZUAY
1343,371.63,H,46,8,30,124,2461.95,0,3,1,1,Normal,1,1,3,EL ORO
1344,334.80,M,22,8,7,193,1096.42,0,2,1,4,Feliz,1,0,0,El  Oro
1345,516.12,Hombre ,54,10,39,171,2462.05,0,3,1,4,Triste,1,1,3,el oro
1346,1459.93,hombre,34,11,14,96,3438.41,1,1,2,5,Feliz,0,1,2,LOJA
1347,"980,10",H,29,13,12,133,674.38,0,2,4,4,Feliz,1,0,1, El Oro
1348,1590.42,HOMBRE,54,14,32,160,1861.5,1,1,2,4,Feliz,0,0,2,LOJA
1349,902.66,MUJER ,44,16,21,160,538.95,1,1,3,1,Triste,1,0,3,El  Oro
1350,807.67,HOMBRE,23,14,4,141,3009.25,0,2,1,1,Muy feliz,1,0,1,LOJA
1351,416.12,Hombre ,56,11,41,156,362.81,0,3,1,4,Feliz,0,1,2,AZUAY
1352,NA,H,19,14,3,140,286.18,1,1,1,1,Feliz,1,1,1,Guayas
1353,776.98,Hombre,29,10,13,245,1364.31,1,1,1,4,Feliz,1,0,0,el oro
1354,  830,hombre,21,99,0,201,1975.32,1,1,2,4,Normal,1,0,1,LOJA
1355,673.42, Mujer,51,16,31,183,3996.61,0,3,1,5,Triste,1,1,1,el oro
1356,792.68,H,29,10,11,170,1008.45,0,3,4,3,Muy feliz,1,0,1,el oro
1357,"464,09",Hombre,38,10,23,241,448.32,1,1,1,4,Normal,1,1,1,EL ORO
1358,325.91,MUJER ,22,6,3,195,881.13,1,1,1,3,Triste,0,0,0,El Oro
1359,  749, Mujer,20,10,3,192,4334.46,0,2,1,1,Feliz,1,0,1,El Oro
1360,"585,24",Mujer,56,5,42,155,8009.88,0,2,1,1,Feliz,0,0,3,Azuay
1361,"579,11",MUJER ,18,10,6,127,1154.77,1,1,2,3,Normal,1,0,0,EL ORO
1362,"402,33",Mujer,60,11,42,228,393.27,0,2,2,3,Muy feliz,0,1,0,El  Oro
1363,s/i,M,40,15,20,215,1756.37,0,2,2,5,Triste,0,1,3,el oro
1364,"488,13",Mujer,26,16,4,87,531.52,1,1,2,3,Muy triste,1,1,2,el oro
1365,504.06,MUJER ,48,8,34,214,2726.13,0,2,1,3,Muy feliz,1,0,1, El Oro
1366,"462,23",HOMBRE,47,11,30,189,211.83,1,1,3,4,Triste,1,0,3,guayas
1367,"1.025,33",M,47,9,32,253,2485.39,0,2,3,5,Muy triste,1,1,5,GUAYAS
1368,"1.296,69",HOMBRE,19,12,2,152,1039.43,1,1,3,5,Muy triste,0,0,2,El  Oro
1369,"537,31",H,28,8,16,191,1369.71,0,2,2,4,Muy triste,1,1,2,Azuay
1370,"554,98",hombre,39,6,24,167,895.81,0,2,3,3,Feliz,0,1,4, El Oro
1371,1258.22,Mujer,57,16,39,202,1263.75,0,2,2,1,Triste,1,0,1,EL ORO
1372,"531,81",HOMBRE,40,15,19,154,326.97,0,2,1,4,Feliz,1,1,1,EL ORO
1373,  459,Mujer,20,11,5,160,805.75,1,1,1,3,Muy triste,0,1,2,LOJA
1374,"715,84",Hombre ,44,10,26,173,3225.72,0,2,1,2,Muy feliz,1,1,1,GUAYAS
1375,500.45,hombre,61,12,46,180,1071.67,1,1,2,3,Triste,0,0,2,Azuay
1376,NA,HOMBRE,23,7,7,270,2085.12,0,2,1,4,Muy feliz,0,1,3, El Oro
1377,1149.80,H,28,10,15,227,2138.78,0,3,3,4,Feliz,1,0,0,El  Oro
1378,1101.33,MUJER ,25,19,0,148,1294.37,0,2,4,3,Muy triste,1,0,1,El Oro
1379,627.36,hombre,35,11,15,204,1648.2,1,1,3,4,Muy feliz,1,0,1,AZUAY
1380,NA,H,59,10,46,166,2465.77,1,1,4,3,Muy feliz,1,0,1,EL ORO
1381,444.25,M,19,7,2,196,691.31,0,2,1,3,Triste,0,0,,El  Oro
1382,"206,39",mujer,45,2,28,70,420.18,0,2,4,2,Normal,1,1,3,EL ORO
1383,"414,17",Hombre,19,8,5,123,1391.87,0,2,1,1,Muy triste,1,0,0,EL ORO
1384,942.33,MUJER ,32,11,12,149,6877.23,0,2,1,1,Muy feliz,1,1,5,El  Oro
1385,401.48, Mujer,28,12,9,137,2958.22,0,2,2,4,Triste,1,1,0,El  Oro
1386,  1082,Hombre,58,6,45,208,1721.32,0,3,4,4,Triste,1,1,2,El Oro
1387,"920,52",Mujer,54,12,36,136,2051.42,0,2,3,1,Normal,1,0,3,Loja
1388,"723,89",M,58,12,41,999,3290.52,0,3,1,1,Feliz,1,1,2,El  Oro
1389,750.39,HOMBRE,19,14,0,202,694.63,0,2,4,1,Normal,1,0,1,el oro
1390,"467,93",H,18,9,1,167,547.6,0,2,2,5,Triste,1,0,0,El  Oro
1391,"547,41",M,27,7,11,50,3009.82,0,2,4,4,Feliz,1,0,2,Guayas
1392,495.92,H,24,13,5,125,700.71,1,1,1,4,Normal,1,1,1,AZUAY
1393,  704,mujer,21,11,4,194,2714.54,0,3,2,3,Normal,1,0,0,Guayas
1394,  442,MUJER ,36,11,24,135,1156.2,1,1,1,5,Triste,0,1,2,Guayas
1395,  592,Mujer,56,11,39,235,368.49,0,3,1,1,Muy feliz,1,1,0,EL ORO
1396,"1.085,60",Mujer,36,16,15,207,1952.8,0,3,2,3,Triste,1,0,1,El Oro
1397,"1.251,03",H,48,17,23,178,3825.16,0,3,2,3,Feliz,1,1,2,el oro
1398,443.23,M,22,13,3,171,658.18,0,2,1,4,Muy feliz,0,0,2,AZUAY
1399,824.53,mujer,31,13,12,132,2700,1,1,3,3,Feliz,0,1,2, El Oro
1400,"282,73",MUJER ,37,4,22,142,490.88,0,2,3,5,Muy feliz,0,1,2,EL ORO
1401,560.95,hombre,19,14,1,179,319.37,0,2,1,1,Muy triste,0,1,2,EL ORO
1402,"764,35",H,18,13,0,183,1449.76,0,2,2,3,Normal,1,0,2,EL ORO
1403,"353,09",mujer,19,8,4,115,1571.54,0,2,3,4,Feliz,1,0,,AZUAY
1404,  1102,H,43,16,21,251,1072.16,1,1,1,4,Triste,1,1,0,el oro
1405,  315,Mujer,60,14,41,164,614.89,1,1,2,1,Feliz,1,1,1,EL ORO
1406,"474,57",Hombre ,55,11,41,165,941.58,1,1,2,1,Triste,1,1,0,guayas
1407,"618,04",Hombre,37,8,23,230,604.21,0,2,3,1,Normal,1,1,2, El Oro
1408,518.73,mujer,61,15,40,137,772.83,0,3,1,4,Muy triste,1,1,1,Loja
1409,"288,62",H,52,5,36,171,730.36,1,1,1,3,Normal,1,1,3, El Oro
1410,"382,61",mujer,57,13,41,191,427.98,0,3,2,4,Muy feliz,1,1,4,AZUAY
1411,"581,25",hombre,25,9,10,194,484.41,0,2,1,2,Triste,1,1,0,El Oro
1412,"639,64",Hombre,28,14,6,200,1662.55,1,1,1,3,Normal,1,0,0,El Oro
1413,"759,05",hombre,25,8,13,220,1236.26,0,3,1,1,Muy triste,0,0,0,El  Oro
1414,"1.220,57",Hombre ,19,10,2,189,5804.1,0,3,4,2,Muy feliz,1,0,1,El Oro
1415,691.06,Hombre ,46,14,27,188,2516.22,0,3,2,5,Triste,1,0,0,AZUAY
1416,502.17,HOMBRE,37,11,20,185,1626.35,0,2,3,4,Feliz,1,1,2,AZUAY
1417,786.65,HOMBRE,56,16,36,172,418.79,0,3,2,3,Muy feliz,0,1,1,El Oro
1418,642.37,hombre,34,13,15,129,6030.31,0,2,1,2,Feliz,0,1,1,AZUAY
1419,1412.88, Mujer,31,11,14,193,1709.36,1,1,2,1,Feliz,1,1,0,LOJA
1420,NA,HOMBRE,21,16,0,164,1363.74,1,1,3,3,Feliz,1,1,2,EL ORO
1421,"663,56",hombre,65,14,47,168,972.95,1,1,1,2,Triste,0,1,2,EL ORO
1422,626.96,H,29,11,12,149,2282.12,1,1,1,2,Normal,0,0,,EL ORO
1423,,Hombre ,49,12,31,151,340.06,0,2,1,4,Normal,0,1,1,el oro
1424,2036.10,Hombre ,63,18,40,222,5588.46,1,1,3,1,Feliz,1,1,1, El Oro
1425,"1.083,52",hombre,57,10,42,191,2394.27,1,1,3,4,Muy feliz,1,1,2,guayas
1426,"261,36",mujer,22,8,3,135,685.48,0,2,2,1,Normal,1,1,2,El  Oro
1427,  1170,Mujer,22,16,2,101,1579.42,0,2,3,4,Feliz,0,1,2,El Oro
1428,553.73,Hombre ,30,14,12,199,413.14,0,2,4,4,Muy triste,0,0,1,EL ORO
1429,481.83,hombre,34,11,16,127,451.43,0,3,3,5,Normal,0,0,0,EL ORO
1430,"1.034,09", Mujer,26,13,7,163,2300.19,0,3,2,4,Normal,1,1,2,el oro
